amount,sex,month,day,grade
30.5,male,4,11,4
35,male,4,11,1
30.5,male,4,11,3
31,male,4,11,1
32.2,male,3,11,1
29,male,4,11,4
25.9,male,3,11,1
30.7,male,5,11,4
32.7,male,4,11,3
28.8,male,4,11,1
27.6,male,3,11,3
29.8,male,4,11,1
28.4,male,5,11,4
29.4,male,5,11,1
30.8,female,5,11,4
43.3,female,4,11,3
26.7,female,3,11,1
48,female,4,11,1
44.1,male,5,11,2
20.8,male,4,11,3
27.6,male,3,11,1
48.7,female,3,11,3
34.7,female,4,11,3
24.1,female,4,11,4
27.8,male,3,11,4
37.3,female,4,11,4
41.5,female,4,11,1
46.3,female,3,11,2
41.4,female,3,11,3
47,female,5,11,4
40.4,female,3,11,1
47.2,female,3,11,2
49.9,female,4,11,1
45.8,female,3,11,3
42.1,female,4,11,2
46,female,4,11,4
40.5,female,4,11,1
44.2,female,3,11,2
36.3,female,5,11,2
36.2,female,3,11,3
45,female,3,11,4
,female,3,11,1
35.5,female,3,11,3
44.6,female,4,11,4
36.3,female,3,11,1
43.3,female,3,11,3
44.2,female,4,11,2
41.9,female,3,11,3
46.3,female,4,11,1
45.1,female,5,11,3
50,female,5,11,2
35.2,female,4,11,1
51.3,female,5,11,3
45.2,female,4,11,4
51.5,female,3,11,3
35.2,female,4,11,4
42.1,female,3,11,1
49.2,female,5,11,2
41.3,female,3,11,1
37.2,female,4,11,2
35,female,3,11,2
48.7,female,3,11,2
49.9,female,5,11,1
48.1,female,3,11,4
40.2,female,5,11,1
49.7,female,5,11,2
38,female,5,11,3
44.6,female,5,11,3
51.6,female,4,11,2
50.8,female,5,11,3
37.7,female,3,11,1
49.3,female,3,11,4
27.6,female,3,12,1
27.1,female,4,12,2
27.4,female,3,12,2
27.3,female,5,12,4
27.9,female,5,12,2
27.5,female,4,12,1
27.9,female,5,12,4
27.9,female,4,12,3
28.1,female,4,12,4
27.3,female,3,12,2
28.1,female,4,12,4
28.6,female,3,12,1
27.1,female,5,12,3
28.6,female,5,12,3
28.9,female,3,12,2
28.9,female,5,12,3
27.2,female,4,12,4
28.2,female,5,12,3
27.2,female,4,12,3
27.6,female,4,12,4
28.2,female,5,12,3
28.1,female,5,12,1
28.3,female,5,12,4
27,female,3,12,3
29,female,4,12,4
27.7,female,5,12,3
27.1,female,5,12,2
28.9,female,5,12,4
28.2,female,5,12,3
32.7,female,5,12,4
25.3,female,4,12,4
26.7,female,5,12,2
33.9,female,5,12,2
32,female,4,12,2
30.2,female,4,12,4
26.5,female,5,12,4
27.1,female,5,12,4
33.3,female,4,12,1
27.1,male,3,12,2
27.1,male,3,12,1
27.3,male,4,12,4
27.9,male,3,12,4
28.9,male,3,12,2
29,male,3,12,3
28.2,male,5,12,3
28.2,male,3,12,4
27.7,male,5,12,4
28.4,male,5,12,4
27.1,male,5,12,3
27.2,male,3,12,1
29,male,5,12,2
28.6,male,3,12,3
27.1,male,3,12,4
27.9,male,3,12,3
27.5,male,4,12,1
28.2,male,5,12,1
27.3,male,5,12,3
28.8,male,3,12,1
27.1,male,4,12,1
28.1,male,3,12,3
28.1,male,5,12,2
28.2,male,4,12,1
27.5,male,5,12,4
28.2,male,5,12,2
29,male,3,12,2
28.2,male,4,12,4
28.2,male,5,12,2
27.3,male,3,12,2
27,male,4,12,1
27.3,male,4,12,4
27.6,male,4,12,1
28.7,male,4,12,2
28.4,male,5,12,1
28.3,male,5,12,3
29,male,4,12,3
28.4,male,3,12,3
27.6,male,3,12,4
28.1,male,5,12,3
28.6,male,3,12,4
28.5,male,5,12,4
27.5,male,5,12,3
27.6,male,4,12,1
27.7,male,3,12,2
28.9,male,4,12,1
28,male,5,12,3
27.6,male,4,12,1
27.2,male,3,12,4
27.6,male,3,12,4
27.1,,4,12,3
27.2,male,3,12,1
27,male,4,12,1
27.7,male,5,12,3
27,male,5,12,2
28.2,male,5,12,4
28.5,male,5,12,4
29,male,4,12,4
27.5,male,3,12,1
27.7,male,5,12,3
27.8,male,4,12,3
28.2,male,5,12,1
28.8,male,4,12,3
27.8,male,4,12,2
28.8,male,4,12,3
27.3,male,5,12,4
27.9,male,4,12,4
28.1,male,3,12,3
27.3,male,3,12,3
27.4,male,5,12,2
28.3,male,4,12,2
28.8,male,4,12,2
28.9,male,4,12,3
28.3,male,5,12,1
28.4,male,4,12,1
27.1,male,5,12,4
28.8,male,4,12,4
27.5,male,5,12,2
27.8,male,5,12,1
28.4,male,5,12,2
28.7,male,5,12,2
26.3,male,3,12,2
27.8,male,4,12,3
34.4,male,3,12,3
33.9,male,5,12,3
33,male,5,12,3
27.1,male,4,12,2
32.8,male,5,12,4
26.8,male,5,12,4
25.5,male,4,12,4
34.2,male,5,12,2
43.1,female,4,12,4
27.2,female,5,12,1
39.6,female,3,12,1
45.8,female,4,12,1
22.2,male,3,12,2
30.9,female,4,12,4
33.8,male,4,12,3
23.5,female,3,12,3
38.8,female,4,12,1
33.9,female,3,12,2
40.6,female,4,12,4
38.7,female,5,12,3
44.6,female,5,12,2
46.6,female,4,12,4
44.2,female,5,12,1
37.9,female,3,12,3
51.6,female,3,12,1
45.5,female,4,12,3
44.4,female,4,12,2
51.7,female,4,12,2
45.8,female,4,12,3
35.5,female,4,12,2
39.8,female,5,12,3
46.5,female,3,12,2
40.9,female,4,12,2
43.9,female,5,12,1
43.6,female,3,12,1
43.4,female,3,12,2
40.6,female,3,12,1
39.3,female,5,12,2
42.7,female,3,12,1
35.7,female,3,12,3
40.1,female,3,12,1
36.1,female,3,12,2
43.1,female,5,12,1
28.2,female,3,13,4
27.4,female,5,13,3
28.8,female,5,13,4
27.2,female,3,13,4
28,female,3,13,2
28.2,female,4,13,1
27.3,female,4,13,3
28.9,female,3,13,1
28.2,female,3,13,2
28.2,female,3,13,2
27.3,female,5,13,2
28.8,female,3,13,3
27.4,female,3,13,1
28.4,female,3,13,3
28.9,female,4,13,4
27.3,female,4,13,3
27.6,female,4,13,1
28.6,female,5,13,1
27.9,female,4,13,3
28.5,female,3,13,1
29,female,5,13,1
27.3,female,3,13,3
28.3,female,5,13,3
27.4,female,4,13,3
28.5,female,3,13,4
27.4,female,4,13,3
27.5,female,5,13,1
28.3,female,4,13,4
28.8,female,4,13,2
27.5,female,,13,1
28.8,female,3,13,3
27.5,female,4,13,2
28.2,female,4,13,1
27.8,female,3,13,1
27.5,female,5,13,3
28.3,female,4,13,4
27.6,female,5,13,1
28.9,female,4,13,3
28.1,female,4,13,3
27.4,female,4,13,1
28.8,female,5,13,1
28.2,female,5,13,4
28.8,female,4,13,4
27,female,5,13,3
29,female,4,13,4
28.3,female,4,13,1
29,female,4,13,1
27.8,female,4,13,4
27,female,3,13,2
28.9,female,3,13,1
27.2,female,3,13,4
27,female,5,13,3
28,female,4,13,1
28.4,female,3,13,3
28.2,female,5,13,1
27.2,female,5,13,2
28.4,female,5,13,4
28.7,female,4,13,2
28.3,female,5,13,3
27.1,female,4,13,2
28.5,female,4,13,3
28.6,female,5,13,2
27.7,female,4,13,3
27.6,female,5,13,4
29,female,4,13,2
28.6,female,4,13,3
27.8,female,3,13,3
29.4,female,5,13,2
32.8,female,3,13,3
30.5,female,3,13,3
27.2,female,4,13,4
31.6,female,5,13,3
33,female,3,13,3
34.7,female,5,13,2
25.8,female,4,13,1
32.3,female,4,13,3
26.7,female,4,13,3
31.9,female,5,13,2
27.1,female,4,13,2
25,female,3,13,3
29.3,female,5,13,3
26.8,female,5,13,4
27.9,female,5,13,4
33.1,female,5,13,3
33.5,female,4,13,3
28.8,male,5,13,2
28.2,male,4,13,1
27.7,male,5,13,1
27.6,male,4,13,1
28.5,male,4,13,2
28.6,male,3,13,3
29,male,5,13,2
28.9,male,3,13,4
27.7,male,4,13,3
27.1,male,5,,3
28.6,male,5,13,1
28.2,male,3,13,2
28,male,5,13,1
28.8,male,3,13,1
27.7,male,5,13,2
27.5,male,5,13,2
27.7,male,3,13,2
28.8,male,4,13,4
28.1,male,5,13,4
27.5,male,4,13,3
27.4,male,5,13,4
28.2,male,4,13,1
27.5,male,3,13,3
27.2,male,4,13,2
27.1,male,4,13,4
28.6,male,5,13,3
27.5,male,4,13,1
29,male,5,13,3
27.3,male,4,13,4
28.2,male,3,13,1
28.8,male,4,13,3
28.8,male,4,13,3
27.8,male,3,13,4
28.2,male,5,13,1
28.2,male,3,13,3
27,male,5,13,4
27.5,male,4,13,1
27.2,male,3,13,2
28.2,male,3,13,1
28.4,male,5,13,2
28.5,male,3,13,4
28.1,male,3,13,4
27.5,male,4,13,2
28.4,male,3,13,2
28.8,male,4,13,4
27.5,male,5,13,1
28.7,male,4,13,2
28.1,male,3,13,1
27.1,male,5,13,1
28,male,5,13,2
28.7,male,5,13,3
27.6,male,3,13,1
27.6,male,5,13,4
28.6,male,4,13,4
27.1,male,5,13,1
29,male,4,13,3
27.2,male,3,13,1
28.9,male,5,13,1
28.8,male,3,13,1
28.2,male,4,13,3
28.7,male,3,13,2
27.6,male,3,13,1
27.4,male,5,13,1
28.9,male,5,13,2
27.3,male,3,13,4
28.5,male,4,13,4
27,male,3,13,3
27.2,male,5,13,4
28.2,male,4,13,4
28.2,male,4,13,4
28.6,male,4,13,2
27.3,male,4,13,2
28.3,male,3,13,3
27.5,male,5,13,3
28.3,male,5,13,1
27.1,male,5,13,1
28,male,4,13,1
28.8,male,3,13,3
28,male,4,13,2
27,male,4,13,4
28.7,male,4,13,1
28.2,male,4,13,3
27.6,male,4,13,1
28.8,male,3,13,2
28.3,male,5,13,3
28.2,male,3,13,4
28.7,male,4,13,1
27.7,male,5,13,4
28.9,male,5,13,2
28.8,male,5,13,2
32.4,male,4,13,4
33.1,male,4,13,4
32.5,male,3,13,3
29.8,male,4,13,4
29.4,male,5,13,2
34.6,male,3,13,2
29.5,male,3,13,1
30.5,male,5,13,1
33,male,5,13,1
32.6,male,4,13,4
27.8,male,4,13,3
27.2,male,5,13,3
47.6,male,3,13,1
20.5,male,5,13,1
31.7,male,3,13,3
34.1,female,4,13,4
20.6,male,4,13,2
48.9,female,5,13,3
47.6,female,4,13,2
38,female,4,13,1
24.7,female,5,13,4
39.2,female,5,13,3
21.5,male,4,13,2
31.2,male,3,13,1
33.3,female,3,13,3
32.9,female,4,13,3
36.2,female,5,13,1
25.2,male,3,13,2
45.3,male,5,13,4
32.5,male,3,13,3
24.5,male,5,13,1
45.7,female,5,13,3
47.6,female,4,13,3
36.7,female,3,13,1
35.6,female,3,13,3
47.9,female,4,13,3
35.9,female,5,13,1
49.5,female,3,13,2
51.5,female,4,13,1
43.5,female,5,13,1
43.6,female,5,13,4
36.5,female,4,13,4
49.7,female,4,13,2
46.6,female,5,13,4
35.3,female,5,13,3
43.7,female,4,13,3
43.9,female,5,13,3
38,female,4,13,
37.9,female,4,13,4
46.4,female,5,13,2
35.3,female,3,13,1
46.9,female,4,13,1
51.3,female,3,13,3
43.7,female,5,13,2
40.8,female,4,13,3
49.4,female,3,13,4
46,female,5,13,2
49.5,female,5,13,2
50,female,3,13,1
35.3,female,5,13,2
24.6,female,4,14,2
27.3,female,5,14,1
24.3,female,3,14,1
29.3,female,3,14,1
24.3,female,5,14,4
30,female,5,14,2
21,female,5,14,3
26.8,female,5,14,3
29.7,female,3,14,3
24.2,female,4,14,1
22.2,female,3,14,2
29.2,female,5,14,4
23.2,female,3,14,2
29.5,female,4,14,2
26.6,female,3,14,2
23.2,female,5,14,1
23.9,female,3,14,1
23.4,female,3,14,4
28.2,female,4,14,3
28.7,female,4,14,3
27.6,female,3,14,1
23.1,female,3,14,3
29.6,female,4,14,2
24.7,female,5,14,1
25.4,female,3,14,4
23.4,female,3,14,4
23.2,female,4,14,1
22.8,female,3,14,4
26,female,4,14,4
27.7,female,5,14,4
29.6,female,5,14,4
25.4,female,4,14,3
27.2,female,5,14,1
28.6,female,5,14,4
27.7,female,3,14,2
21,female,5,14,2
24.7,female,3,14,2
29.1,female,3,14,2
20.3,female,4,14,1
25.1,female,5,14,1
21,female,3,14,2
29,female,4,14,1
26.3,female,4,14,4
27.5,female,3,14,3
26.2,female,3,14,3
24.4,female,5,14,4
24.5,female,4,14,4
27.6,female,3,14,3
26.4,female,4,14,2
27.5,female,4,14,2
22.2,female,4,14,2
23,female,4,14,1
33.7,female,4,14,3
32.3,female,3,14,4
25.4,female,3,14,1
28.2,female,5,14,1
32.3,female,4,14,4
27.4,female,3,14,2
28.5,female,3,14,3
35,female,5,14,4
25.4,female,5,14,4
32.3,female,5,14,3
30.3,female,4,14,1
32.8,female,5,14,1
31.2,female,4,14,4
32.1,female,4,14,1
34.7,female,5,14,1
28.1,female,5,14,4
28.6,female,3,14,3
27,male,3,14,2
28.2,male,4,14,4
28.6,male,4,14,3
27.3,male,4,14,1
27.5,male,5,14,1
27.1,male,5,14,3
27.9,male,4,14,4
28,male,4,14,4
27.1,male,4,14,3
27,male,3,14,2
28,male,3,14,4
28.6,male,4,14,2
28.9,male,4,14,1
28.5,male,3,14,1
28,male,3,14,4
28.1,male,5,14,3
28.7,male,3,14,3
28.1,male,4,14,3
27.2,male,4,14,4
28.9,male,3,14,2
27.8,male,3,14,4
28.6,male,4,14,3
28.3,male,3,14,3
27.1,male,3,14,1
29.5,male,3,14,4
27.4,male,3,14,4
23.8,male,5,14,4
21.1,male,3,14,3
28.5,male,3,14,4
25.1,male,5,14,1
25.8,male,5,14,1
26.6,male,4,14,3
28.5,male,3,14,3
20.5,male,5,14,1
29.5,male,5,14,2
22.9,male,5,14,3
22.9,male,5,14,4
20.9,male,5,14,3
25.7,male,4,14,4
20.3,male,4,14,4
29.1,male,3,14,1
26.8,male,3,14,3
26.6,male,3,14,4
22.8,male,4,14,1
26.2,male,4,14,2
29.5,male,5,14,4
22.7,male,3,,1
24.2,male,5,14,1
29.5,male,3,14,2
28.7,male,5,14,4
24.9,male,3,14,4
23.7,male,5,14,1
22.7,male,3,14,1
28.7,male,3,14,1
23.1,male,3,14,4
22.4,male,5,14,1
23.2,male,3,14,3
26.2,male,5,14,4
21.7,male,4,14,4
23.4,male,5,14,3
26.6,male,4,14,4
28.2,male,3,14,1
22.6,male,4,14,2
27.6,male,4,14,1
24.8,male,3,14,3
28.5,male,3,14,2
21.4,male,5,14,1
27.3,male,5,14,2
21.6,male,4,14,1
21.4,male,4,14,4
27.8,male,5,14,4
27.1,male,3,14,1
24.2,male,5,14,4
26.9,male,5,14,3
24.8,male,4,14,4
23.4,male,3,14,2
30,male,3,14,2
29.6,male,5,14,4
26.5,male,3,14,2
25.6,male,3,14,3
29.7,male,5,14,2
20.4,male,3,14,1
25.9,male,4,14,4
24.3,male,5,14,4
24.9,male,4,14,4
20.4,male,4,14,2
27.5,male,4,14,2
22.4,male,5,14,4
24.1,male,3,14,3
25,male,3,14,3
24,male,5,14,2
29.5,male,5,14,1
24.2,male,4,14,1
22.7,male,4,14,1
20.1,male,5,14,2
22.1,male,5,14,2
22.3,male,3,14,1
21.9,male,3,14,2
23.7,male,3,14,4
24.9,male,3,14,2
20.2,male,4,14,2
34,male,4,14,4
27.6,male,4,14,1
27.1,male,4,14,4
31.1,male,3,14,1
31.7,male,3,14,4
27,male,4,14,4
30.7,male,5,14,4
34.1,male,4,14,1
38.7,female,4,14,2
26.5,male,5,14,3
39.6,female,3,14,1
43.9,female,3,14,4
36.7,male,5,14,4
40.8,male,3,14,4
27.3,female,3,14,1
30.7,male,4,14,4
33.6,female,4,14,3
36.8,male,4,14,1
42.6,female,5,14,1
40.8,female,4,14,1
35,female,5,14,3
37.4,female,5,14,3
45.9,female,4,14,3
44.1,female,5,14,3
45.3,female,4,14,1
42.1,female,4,14,2
43.9,female,3,14,4
43.5,female,3,14,4
48.1,female,3,14,2
50,female,5,14,2
49.8,female,4,14,1
48.8,female,3,14,1
38.9,female,5,14,2
45,female,3,14,3
45.6,female,3,14,1
52,female,5,14,4
47.6,female,3,14,1
37.3,female,3,14,1
50.2,female,4,14,3
42.4,female,4,14,2
47.3,female,5,14,3
51.6,female,3,14,2
46.8,female,4,14,2
36.3,female,5,14,2
44.9,female,3,14,1
45.7,female,4,14,3
46.8,female,3,14,4
49,female,4,14,3
36,female,3,14,4
38.6,female,4,14,4
22.7,female,4,15,4
20,female,5,15,1
25,female,3,15,2
29.1,female,5,15,1
20.9,female,3,15,1
23,female,3,15,3
27.8,female,4,15,2
21.9,female,4,15,1
27.9,female,4,15,1
26.8,female,4,15,4
25.5,female,5,15,4
21.9,female,3,15,2
26.9,female,4,15,2
25.1,female,3,15,4
30,female,3,15,1
29.8,female,3,15,3
28.5,female,4,15,4
30,female,4,15,4
21.9,female,4,15,1
29,female,3,15,1
27.1,female,3,15,2
22.3,female,3,15,4
26.4,female,4,15,1
28.9,female,4,15,4
21.1,female,3,15,3
23.6,female,3,15,2
29.2,female,3,15,3
21.5,female,4,15,1
20.4,female,5,15,3
22.5,female,4,15,4
26.5,female,5,15,3
28.7,female,3,15,2
23.8,female,4,15,4
21.6,female,5,15,4
21.8,female,5,15,3
25.2,female,4,15,2
20.4,female,3,15,2
28.3,female,4,15,4
23.6,female,3,15,3
24.1,female,5,15,3
28.1,female,4,15,3
27.2,female,3,15,1
24.6,female,5,15,3
26.6,female,4,15,1
28.9,female,3,15,2
23.4,female,3,15,2
21.3,female,5,15,4
25.2,female,3,15,4
24,female,4,15,1
26.1,female,5,15,2
24.5,female,5,15,2
22.6,female,4,15,4
33.7,female,5,15,4
34.6,female,5,15,4
29.6,female,,15,2
30.4,female,5,15,2
26.1,female,3,15,1
31.6,female,3,15,2
28.6,male,3,15,4
27,male,4,15,3
24,male,3,15,2
25.9,male,3,15,2
24.4,male,4,15,1
22.9,male,3,15,3
27.9,male,3,15,3
20.2,male,4,15,2
24.5,male,4,15,1
22,male,5,15,3
29.7,male,3,15,4
27.4,male,5,15,1
24.2,male,3,15,4
27.4,male,5,15,2
21.9,male,5,15,4
21.6,male,5,15,3
23.8,male,5,15,1
25.5,male,5,15,1
22.3,male,4,15,2
30,male,4,15,4
26,male,5,15,4
29,male,4,15,4
20.4,male,4,15,3
26.6,male,5,15,4
23.9,male,5,15,1
28.3,male,3,15,1
29.8,male,4,15,3
20.5,male,5,15,2
26.9,male,5,15,3
22.9,male,5,15,3
24.3,male,4,15,3
21.5,male,5,15,3
21.2,male,5,15,3
28.6,male,5,15,3
28.7,male,5,15,4
22.1,male,5,15,3
22.9,male,5,15,4
21.3,male,4,15,1
25.5,male,5,15,4
27,male,3,15,2
26.5,male,5,15,3
23.1,male,3,15,4
27.5,male,4,15,3
28.9,male,3,15,2
26.7,male,4,15,4
29.8,male,4,15,1
20,male,3,15,2
21.8,male,4,15,4
29.8,male,3,15,1
22.8,male,5,15,3
29.7,male,4,15,3
28.9,male,5,15,4
29.4,male,3,15,2
29.9,male,3,15,4
27.5,male,3,15,4
26.8,male,5,15,4
23.1,male,4,15,2
20.9,male,4,15,1
26.1,male,5,15,3
29.3,male,5,15,4
25.5,male,5,15,4
27,male,3,15,4
24.7,male,5,15,1
20.9,male,4,15,3
24.6,male,4,15,1
29,male,4,15,4
20.9,male,3,15,3
20.7,male,3,15,1
24.1,male,5,15,4
29.2,male,5,15,2
24.5,male,5,15,3
23.1,male,4,15,3
29.5,male,5,15,1
24.9,male,4,15,4
29.4,male,4,15,1
28.1,male,3,15,4
29.8,male,4,15,4
23.4,male,3,15,2
20.1,male,5,15,1
22.1,male,3,15,4
26.3,male,3,15,1
27.8,male,5,15,2
25.8,male,5,15,2
20.2,male,5,15,3
22.2,male,4,15,4
20.3,male,4,15,3
23.6,male,3,15,2
23.3,male,3,15,4
20.8,male,5,15,2
25.5,male,3,15,3
22.1,male,4,15,2
22.9,male,3,15,3
23.3,male,3,15,1
28.8,male,3,15,2
27.9,male,4,15,1
26.5,male,4,15,3
27.7,male,5,15,2
21.9,male,5,15,2
24.1,male,3,15,4
28.4,male,4,15,4
27.5,male,5,15,3
31,male,3,15,1
34.2,male,4,15,1
32.1,male,3,15,2
26.4,male,3,15,3
34,male,4,15,1
,male,4,15,2
25.3,male,3,15,3
33.1,male,4,15,2
26.4,male,5,15,4
25.3,male,5,15,4
26,male,4,15,3
34.2,male,4,15,4
33.1,male,4,15,3
33.8,male,5,15,4
26.3,male,5,15,2
34.1,male,4,15,4
23.4,male,3,15,2
37.9,female,3,15,4
36,male,5,15,3
34.2,female,5,15,1
24.1,female,3,15,3
37.5,female,4,15,1
41.5,female,5,15,2
20.2,female,3,15,1
48.9,male,3,15,1
45,female,4,15,4
47.2,female,4,15,1
21.8,male,4,15,3
40.7,male,3,15,4
39.4,male,3,15,1
41.8,female,3,15,2
22.6,female,5,15,2
26.4,female,5,15,1
45.4,male,3,15,3
39.9,female,4,15,3
41.4,female,3,15,2
41.2,female,5,15,3
51.7,female,3,15,3
42.8,female,5,15,3
43.3,female,5,15,4
43.2,female,5,15,1
48.1,female,5,15,4
43.8,female,5,15,1
37.2,female,4,15,3
43.1,female,5,15,3
49.9,female,3,15,4
36.2,female,4,15,1
40.6,female,4,15,2
44.3,female,3,15,1
45.3,female,3,15,2
39.4,female,3,15,2
50.1,female,4,15,1
48.8,female,3,15,3
29.9,female,5,16,3
28,female,5,16,4
29.3,female,4,16,2
30.5,female,5,16,1
29,female,4,16,1
30.3,female,5,16,2
27.5,female,4,16,2
30.9,female,4,16,1
32,female,3,16,3
27.7,female,3,16,3
31.3,female,3,16,1
28.7,female,4,16,2
31.1,female,3,16,3
30.3,female,4,16,4
27.8,female,4,16,1
29.9,female,5,16,3
29.4,female,5,16,4
29,female,3,16,3
30.2,female,3,16,1
27.5,female,3,16,2
29.2,female,5,16,1
31.9,female,3,16,2
27.5,female,5,16,3
28.8,female,4,16,1
28.2,female,4,16,4
29.8,female,4,16,4
27.7,female,5,16,2
32,female,3,16,4
28.3,female,3,16,2
29.6,female,4,16,1
31.9,female,3,16,2
28,female,3,16,2
30.8,female,4,16,4
30,female,4,16,3
30,female,3,16,2
27.1,female,5,16,3
28,female,4,16,3
31.3,female,3,16,1
25,female,4,16,3
34.1,female,4,16,4
32.1,female,5,16,2
32.1,female,5,16,4
30.2,female,3,16,3
25.4,female,4,16,4
31.9,female,3,16,3
27.5,female,4,16,4
32.1,female,5,16,4
25.8,female,3,16,3
27.3,female,3,16,1
34.9,female,5,16,3
33.2,female,4,16,2
20.8,male,5,16,2
20.6,,5,16,4
26.6,male,3,16,4
21.4,male,5,16,1
23.6,male,3,16,4
26,male,3,16,3
21.8,male,3,16,3
29.3,male,4,16,3
22.9,male,3,16,1
27.9,male,3,16,4
28.2,male,3,16,2
29.8,male,3,16,4
29.2,male,5,16,3
27.3,male,5,16,3
29.2,male,4,16,3
31,male,5,16,2
30.2,male,3,16,3
29.6,male,3,16,3
30.4,male,5,16,2
27.7,male,4,16,1
29.2,male,3,16,2
29.5,male,3,16,2
28.6,male,5,16,1
28.3,male,5,16,2
31.1,male,3,16,1
28.8,male,5,16,3
27.8,male,5,16,4
31.5,male,4,16,4
30,male,3,16,2
27.4,male,4,16,1
31.2,male,5,16,1
29.6,male,5,16,1
30.7,male,3,16,4
30,male,4,16,1
29.8,male,5,16,4
27.4,male,4,16,2
29.4,male,3,16,1
29.9,male,3,16,2
27.8,male,4,16,4
31.2,male,3,16,1
30.8,male,5,16,2
31.6,male,4,16,4
27.9,male,5,16,1
30.8,male,3,16,1
29.7,male,4,16,3
29.6,male,4,16,3
31.7,male,3,16,1
28.7,male,3,16,4
28.3,male,5,16,2
31.6,male,4,16,3
27.4,male,3,16,4
30.5,male,4,16,2
27.3,male,4,16,1
29.5,male,4,16,4
27.2,male,5,16,3
31.7,male,3,16,2
32,male,3,16,3
27.1,male,3,16,4
28.9,male,5,16,2
28.6,male,5,16,4
31.8,male,5,16,1
28.7,male,5,16,3
29.7,male,5,16,4
28.8,male,4,16,2
27.7,male,5,16,1
30.8,male,3,16,2
29.9,male,5,16,1
29,male,3,16,3
29.5,male,4,16,4
27.2,male,4,16,3
27.3,male,5,16,1
27.3,male,5,16,3
27.1,male,4,16,1
27.4,male,5,16,2
29.8,male,3,16,3
31.6,male,5,16,1
30.5,male,3,16,1
31.5,male,3,16,1
28.8,male,3,16,3
29.5,male,4,16,4
28,male,3,16,3
28.6,male,3,16,2
29.3,male,3,16,4
27.3,male,,16,1
28.2,male,3,16,4
31.5,male,4,16,3
31.1,male,4,16,1
31.4,male,5,16,1
31.2,male,5,16,1
30.5,male,3,16,3
30.1,male,3,16,3
30.7,male,5,16,4
29.2,male,5,16,4
30,male,3,16,3
25.6,male,5,16,2
25.7,male,5,16,2
34,male,3,16,4
31.3,male,4,16,1
25.8,male,4,16,3
32.2,male,3,16,3
32.5,male,4,16,4
33.2,male,3,16,1
31.2,male,5,16,1
29.9,male,5,16,1
28.5,male,4,16,2
33.9,male,3,16,1
25.8,male,4,16,2
42,female,4,16,4
46.3,male,3,16,4
23.5,female,5,16,4
28.6,female,5,16,3
25.9,male,4,16,4
44.1,male,3,16,4
28.6,female,5,16,1
45.7,male,4,16,4
26.3,male,4,16,4
41.1,female,3,16,2
39,female,5,16,3
45.3,male,3,16,4
40.4,female,4,16,4
23.2,female,4,16,4
36,male,5,16,2
46,male,4,16,1
29.4,male,3,16,2
39.2,female,3,16,4
49.4,female,4,16,1
35.3,female,3,16,3
45.9,female,3,16,3
36.8,female,5,16,1
49.2,female,4,16,2
43.5,female,4,16,1
47.9,female,5,16,1
46.6,female,3,16,4
51.2,female,5,16,3
35.6,female,4,16,2
48.7,female,4,16,4
46.9,female,4,16,2
46.2,female,4,16,1
49,female,3,16,2
38.5,female,5,16,1
46.7,female,5,16,1
37.7,female,3,16,4
40.9,female,3,16,1
45.9,female,4,16,2
35.6,female,5,16,2
44.5,female,3,16,4
49.4,female,5,16,1
47.5,female,3,16,4
45,female,5,16,4
46.1,female,4,16,4
36.9,female,5,16,3
48.2,female,5,16,4
41.8,female,5,16,2
36.1,female,3,16,1
47.2,female,5,16,3
31.9,female,4,17,1
27.7,female,4,17,2
29.1,female,4,17,2
31,female,3,17,4
27.1,female,4,17,1
29.5,female,3,17,3
27.9,female,5,17,2
31.2,female,3,17,3
30.7,female,3,17,3
27.5,female,5,17,4
31.4,female,3,17,4
28.9,female,5,17,4
27.1,female,4,17,3
27.5,female,4,17,4
27.9,female,5,17,2
29.8,female,5,17,1
28.1,female,5,17,2
31.3,female,4,17,4
31.4,female,5,17,3
30.8,female,4,17,3
29.1,female,4,17,4
31.3,female,5,17,2
28.5,female,5,17,3
30.4,female,3,17,4
29.8,female,5,17,2
30.2,female,4,17,2
31.9,female,5,17,1
30.4,female,3,17,1
28.1,female,4,17,1
27.1,female,4,17,2
32.9,female,5,17,1
28.9,female,5,17,3
27.2,female,4,17,2
25.4,female,4,,2
28.5,female,4,17,1
32,female,5,17,3
30.4,female,4,17,1
26,female,5,17,2
25.1,female,3,17,1
30.4,female,3,17,3
27.7,female,4,17,4
33.4,female,3,17,1
27,male,4,17,3
31.9,male,3,17,2
30.1,male,4,17,2
30.5,male,4,17,4
29.9,male,5,17,2
31.3,male,4,17,4
31.1,male,5,17,2
28.2,male,3,17,1
30.2,male,4,17,3
27.2,male,3,17,4
27.2,male,3,17,2
31.1,male,3,17,4
29,male,4,17,4
28.2,male,5,17,1
31.4,male,5,17,3
30,male,4,17,3
27.6,male,3,17,1
29.7,male,5,17,4
30.2,male,5,17,4
28.2,male,4,17,2
29.3,male,3,17,3
27.8,male,4,17,3
28.5,male,4,17,4
31.4,male,4,17,4
28.8,male,5,17,1
29.9,male,4,17,1
30.9,male,3,17,3
30.6,male,5,17,4
28.3,male,5,17,3
29.2,male,3,17,3
31.6,male,4,17,1
31.5,male,3,17,1
30.1,male,5,17,3
28.1,male,4,17,3
28.8,male,4,17,3
27.7,male,4,17,3
